Date,CNNF&R,CNNPoints,FoxNewsF&R,FoxNewsPoints
2017/10/04,4956,-0.019825983809034654,105072.0,-0.011956483876595802
2017/10/03,18870,0.048398887810652526,297974.0,0.10852231450137854
2017/10/02,21621,0.0957224536123523,96857.0,0.025699961403059794
2017/10/01,19855,0.02443074919428483,73443.0,0.045001195227382544
2017/09/30,16613,0.0341417571289509,171650.0,0.03495482005776209
2017/09/29,22822,0.017777750115297215,83832.0,0.042921155949981464
2017/09/28,15006,0.019444065808020234,447069.0,0.13965325425747138
2017/09/27,6731,0.002991473192780577,132643.0,0.03616022307227271
2017/09/26,14867,-0.004689516891037038,266859.0,0.03453332230557282
2017/09/25,19729,0.07547545760202255,176749.0,0.071631290908557
2017/09/24,68691,0.02744365029052981,167388.0,0.09398576023576025
2017/09/23,14705,0.021448486909214547,204642.0,0.044968806965910435
2017/09/22,15360,0.07776303304623618,143692.0,0.21642342693491157
2017/09/21,11291,0.06493027559142163,112212.0,0.10410022633731997
2017/09/20,5978,-0.025571920273325426,186858.0,0.014488897611870681
2017/09/19,15398,-0.029730494318427815,146391.0,0.046395360024527786
2017/09/18,19704,0.06286425973088582,213322.0,0.052361118427968076
2017/09/17,31705,0.07556838406822634,150168.0,0.03336678971339818
2017/09/16,33174,0.04797338518377584,201286.0,0.02299474485479722
2017/09/15,25182,0.0023502709796491095,116847.0,0.054326483735326066
2017/09/14,18641,-0.001656281716364335,88291.0,0.06401718499806074
2017/09/13,5629,-0.012860484396281166,134531.0,0.04621170771853514
2017/09/12,23691,0.04791450603731639,82702.0,0.04508582300896877
2017/09/11,25923,-0.009015979252352365,89295.0,0.09061239455339068
2017/09/10,16808,0.07455226977649335,203227.0,0.05060159455255824
2017/09/09,27580,0.11956833873630467,151594.0,0.055509621626239056
2017/09/08,17807,0.10954400562841066,160957.0,0.09075610968883707
2017/09/07,12799,-0.07055600934732116,86207.0,0.05390673208205137
2017/09/06,1924,0.017874692874692878,157217.0,0.035428549203061516
2017/09/05,13591,0.05358777328877026,154563.0,0.0630870987026163
2017/09/04,18783,0.06607428011836253,130271.0,0.1185690344890205
2017/09/03,22381,0.054355250512146985,91084.0,0.017921446253809772
2017/09/02,25794,0.02424484309079564,181191.0,0.07949107597948807
2017/09/01,18940,0.12355039495878986,241428.0,0.05385900505448571
2017/08/31,9812,0.030686913982878115,216865.0,0.04819378158967305
2017/08/30,5056,0.0405854430379747,84344.0,0.07998806697481174
2017/08/29,2465,0.06302231237322516,225897.0,0.19188459239404476
2017/08/28,20301,-0.004053521023744169,233314.0,0.40542643811637524
2017/08/27,27046,0.05715786684414206,181503.0,0.14106812417261824
2017/08/26,24354,0.038268759859668953,162159.0,0.1744675397237234
2017/08/25,83725,-0.10978674558579006,211931.0,0.11581631695205216
2017/08/24,139667,-0.04174807345044409,105250.0,0.044871282951674876
2017/08/23,64912,0.04848381503443355,133163.0,0.18951741528915741
2017/08/22,75346,-0.0010661004821278831,85686.0,0.15106805852693456
2017/08/21,47808,-0.01596012533630192,83965.0,0.2996828640635585
2017/08/20,61790,0.02209856465844489,138548.0,0.19848259958853398
2017/08/19,32157,-0.037488939210181885,109405.0,0.12193881968338122
2017/08/18,42889,0.0044533706375903676,98624.0,0.13341000895262545
2017/08/17,10828,-0.04108169336512521,65198.0,0.05387523506484211
2017/08/16,3738,-0.0005778085834265631,74138.0,0.08141246263565452
2017/08/15,29224,0.014742449128570121,56462.0,0.13350710016666767
2017/08/14,35711,0.0448476184051357,131266.0,0.23181666030137843
2017/08/13,37253,0.07740567865658461,75586.0,0.12687374699552878
2017/08/12,31509,0.13468913643720842,148720.0,0.10930304210406919
2017/08/11,32513,0.10103719667644097,91458.0,0.04609405561994455
2017/08/10,13813,0.011719882894681994,99093.0,0.10978681584249082
2017/08/09,6110,0.056686525649291594,70764.0,0.17256384313535544
2017/08/08,40579,0.09800469579105081,77720.0,0.019921510153368113
2017/08/07,39034,-0.015075076351463601,110088.0,0.14752228391867817
2017/08/06,58604,0.008399399082628897,121109.0,0.15943768768422592
2017/08/05,33564,0.052589917865771454,86524.0,0.1709846856293506
2017/08/04,29334,0.019954072275610423,65971.0,0.11412563465564028
2017/08/03,22335,0.034174807171785004,56844.0,0.1261598472511234
2017/08/02,10179,0.05767102203883813,87891.0,0.15336626168025283
2017/08/01,62719,0.05818547092373604,111924.0,0.23547269362409548
2017/07/31,78440,-0.05387051770896113,29398.0,0.12581136066917414
2017/07/30,50228,-0.02310566845487607,59062.0,0.23310544640651143
2017/07/29,37797,0.1383422111690228,137867.0,0.1487385510227452
2017/07/28,43426,0.05080155746196829,144667.0,0.1759981073267621
2017/07/27,30777,0.03288502039598638,39683.0,0.09806137703348097
2017/07/26,10065,0.11195349922473619,72235.0,0.16541992046162457
2017/07/25,42107,0.06909075082122319,8671.0,0.15534115226768902
2017/07/24,36833,0.07028704320412843,48512.0,-0.021333151277546474
2017/07/23,60788,0.0838419661794341,99933.0,0.13981765450600817
2017/07/22,34843,0.07630504391188027,151413.0,0.18046698590141855
2017/07/21,39779,0.039160355235765616,89241.0,0.09994171000028733
2017/07/20,11967,-0.019202660008626422,65610.0,0.3242884953790304
2017/07/19,9482,0.06516645574070169,62262.0,0.13933734987507757
2017/07/18,43666,-0.048362009955011366,124148.0,0.10460523082618284
2017/07/17,42161,0.05963273900265432,90386.0,0.0760745764701521
2017/07/16,35262,0.0273159362899026,116405.0,0.130608006203524
2017/07/15,28834,0.03717125450443755,114731.0,0.22899737391341662
2017/07/14,31738,0.1070167672875783,82212.0,0.23270079593609008
2017/07/13,16682,0.08269460278362087,42171.0,0.06089103397241692
2017/07/12,13735,0.0795611741734785,66486.0,0.07865067959711945
2017/07/11,41903,0.07815350035895104,96170.0,0.15436091578750416
2017/07/10,35042,-0.007940097861745458,39817.0,0.18214185771114969
2017/07/09,35902,0.07009539858503705,74381.0,0.08247375618380987
2017/07/08,42375,-0.00448046528365112,122953.0,0.09540368004390841
2017/07/07,65017,0.11684423677537019,143119.0,0.29765790342917575
2017/07/06,21344,0.009156134527433251,100798.0,0.16971781711523568
2017/07/05,10490,0.03798473293468527,93648.0,0.07692514013206929
2017/07/04,36060,0.08867470461688429,57953.0,0.23733868757508608
2017/07/03,76852,0.04405990724173725,89150.0,0.024162464764624057
2017/07/02,40567,0.07130477667613765,39815.0,0.05282320417476765
2017/07/01,52622,0.047318011959345437,69122.0,0.1023074923302058
2017/06/30,7335,0.0475694057135775,103163.0,0.12418884557702498
2017/06/29,34729,-0.07220832779155795,116666.0,0.06786765184318888
2017/06/28,22509,0.058412190679283854,83266.0,0.07539868729084616
2017/06/27,86594,0.2031157592974809,179056.0,-0.0597662020704253
2017/06/26,50064,0.10097937338619266,113857.0,0.11931405902300102
2017/06/25,87158,0.09149583103989183,160374.0,0.09269160137421202
2017/06/24,93719,0.0729472835246478,202064.0,0.23862312986258866
2017/06/23,67913,0.0677903768874938,154095.0,0.07036034745905281
2017/06/22,34692,0.09768063161136492,107718.0,0.09293638378812168
2017/06/21,26013,0.09850474155196795,94343.0,0.17222418527423933
2017/06/20,48917,0.015416326727833976,149777.0,0.0946152310793244
2017/06/19,45650,0.14289706405314295,261457.0,0.4430953244136101
2017/06/18,58645,0.04184589091529155,346051.0,0.061537379980145634
2017/06/17,48169,0.06133256958567324,98616.0,0.15293468750362155
2017/06/16,48359,0.04160465339692577,348112.0,0.04904391020370215
2017/06/15,49234,0.018143918535670166,235242.0,0.02309413376032007
2017/06/14,11613,0.03542866884639034,141709.0,-0.005771353802327489
2017/06/13,46708,0.0038722200308010067,329624.0,0.022720754601943473
2017/06/12,52656,0.037030485899275774,140159.0,0.09417725571076409
2017/06/11,80810,0.04160239381814683,178721.0,0.10745012422039746
2017/06/10,71143,0.08044186338800705,221213.0,0.025799753590672297
2017/06/09,43447,0.04374364458449667,452660.0,-0.06327866263068734
2017/06/08,25106,0.09680189330571712,211740.0,-0.002905091272192432
2017/06/07,7402,-0.01671599813318269,20377.0,0.018358711024461623
2017/06/06,54191,0.01347443105345709,251644.0,0.03932595008471049
2017/06/05,87344,0.10858380727473058,252963.0,0.030291495370034522
2017/06/04,60206,0.10076952505153185,225494.0,0.09435119119451076
2017/06/03,66780,0.0518974107653353,48941.0,0.021938150017367854
2017/06/02,38276,0.045301287813567064,344592.0,0.07943349768856454
2017/06/01,30301,0.00751099787971509,234631.0,0.10036294481487146
2017/05/31,26832,-0.025255547639268565,182109.0,0.02322772925763442
2017/05/30,67313,0.11286045350928804,263733.0,0.06510980290973695
2017/05/29,56527,0.05053970071536899,231985.0,0.013122241819075665
2017/05/28,73826,0.13936284262097665,198171.0,0.06170571925715211
2017/05/27,61365,0.030609778336495516,257191.0,0.08993178019650565
2017/05/26,54514,0.1272885770212145,240242.0,0.08167586995883047
2017/05/25,31681,0.09964620490984875,200182.0,0.43307783018102874
2017/05/24,20843,0.11570705478372324,116546.0,0.07565525481820334
2017/05/23,45321,0.0340158942528705,173439.0,-0.014667330058872621
2017/05/22,60128,0.05801367886315831,273292.0,0.05541440348259612
2017/05/21,64617,0.07507702729509685,192651.0,0.060541653565307746
2017/05/20,62538,0.06323578756179735,305611.0,0.09062822162616507
2017/05/19,71777,0.06467434366813693,277414.0,0.036310959650940694
2017/05/18,57999,0.09007976439958026,206205.0,0.2018159501402391
2017/05/17,18921,0.20202658421859312,219060.0,0.10420915598940453
2017/05/16,43930,0.10952429895521178,201388.0,0.07147477026511527
2017/05/15,54702,0.13120007565720243,166902.0,0.028441518757332813
2017/05/14,45405,0.0581858692641646,233431.0,0.027229554419098655
2017/05/13,47725,0.06873628532575625,35448.0,0.06299404969513299
2017/05/12,69847,0.05226993514643664,213261.0,0.04127591235564563
2017/05/11,23981,0.11472244283037204,98508.0,-0.02041454590147334
2017/05/10,37633,0.18145360012046163,150932.0,-0.004919513034342857
2017/05/09,93863,0.2285929988395017,148022.0,0.05148785008616655
2017/05/08,50247,0.0528592645521268,20884.0,0.01701340435299447
2017/05/07,69191,0.1394806394508306,320942.0,-0.008836357190242007
2017/05/06,75078,0.167280675283852,152095.0,0.06520399514391755
2017/05/05,51694,0.06454105928887818,215336.0,0.11517159159864049
2017/05/04,32155,0.09569956288118316,168729.0,0.06986771257396046
2017/05/03,72178,0.11904182612327752,148559.0,0.03296173729953407
2017/05/02,46035,0.03895075677252282,128987.0,0.06123160688330047
2017/05/01,61403,0.15099972741765486,97724.0,0.01925498047686558
2017/04/30,65336,0.17630031301399302,103558.0,0.033112243278104435
2017/04/29,55068,0.020106304093556227,142562.0,0.05386451987246731
2017/04/28,50888,0.0965582305157942,144933.0,0.012018095465149453
2017/04/27,52648,0.10604943738073203,100864.0,0.08866493446835791
2017/04/26,26847,0.04527843808517627,96399.0,0.10052563717744376
2017/04/25,71163,0.10743717143707307,101225.0,0.10138552145489046
2017/04/24,53508,0.05058943391669339,179723.0,0.15692150731092608
2017/04/23,59248,0.19238862237518312,174761.0,0.08746733163825654
2017/04/22,66139,0.07030275730894882,108703.0,0.013594554088951662
2017/04/21,40973,0.07976482978130406,174505.0,0.012305807567089481
2017/04/20,23341,0.024538820361621437,134145.0,0.12681867263445037
2017/04/19,25721,0.04100886283732985,112056.0,0.046835366748959065
2017/04/18,44308,0.004591761480472323,83687.0,-0.017747118401222388
2017/04/17,106484,0.015111903498398192,109933.0,0.014496559303509893
2017/04/16,68732,0.15962233638250634,102077.0,0.04734821210429084
2017/04/15,58677,0.021260413971506055,177021.0,-0.03553016052024645
2017/04/14,83818,0.010555915884127008,126781.0,-0.015650521115407417
2017/04/13,35228,0.23514449486634253,113854.0,0.023572962817411846
2017/04/12,16689,0.04831925220204925,174242.0,0.01849361371322925
2017/04/11,57822,0.054092531038805805,175131.0,0.018419433610048067
2017/04/10,50616,0.07913026663026665,174657.0,-0.0312782285603014
2017/04/09,15316,0.052845113448404125,175171.0,0.022357728478818718
2017/04/08,49962,0.07195079624150717,218085.0,-0.038151443287614946
2017/04/07,53762,0.041241760354935084,180814.0,0.05924128762759898
2017/04/06,19427,0.028092735664671627,118108.0,0.12663978907264717
2017/04/05,46919,0.05066740316052962,210578.0,0.03997965054323029
2017/04/04,37332,0.05319245515725746,248083.0,0.07367152129164238
2017/04/03,49902,0.04829515851068094,205218.0,0.09853441426037396
2017/04/02,58133,0.1756021116908221,367568.0,0.07589176781943156
2017/04/01,37993,0.0347323982062618,168727.0,0.040793180642456385
2017/03/31,41402,0.0041770503728863345,153362.0,-0.015924867627326512
2017/03/30,20770,0.026843203338147974,111950.0,0.14295555242980432
2017/03/29,20836,0.03111259940545792,174440.0,0.03198392599050418
2017/03/28,11789,0.0869149157926832,199627.0,0.026461375562827284
2017/03/27,42941,-0.007367401370510286,246575.0,0.0848993087111611
2017/03/26,50173,0.054017983059997686,214132.0,0.009073797152645714
2017/03/25,43808,0.06344589077274888,203353.0,0.07231537551744903
2017/03/24,51676,0.022248745848676182,178745.0,0.10899207606570051
2017/03/23,35697,0.07727464047144274,117638.0,0.023309751100834764
2017/03/22,25133,0.10696256435245015,169803.0,0.02466009243042776
2017/03/21,47239,0.04527134286009368,252754.0,0.04394457137089794
2017/03/20,47682,0.07457679054350755,208630.0,0.016843288254207105
2017/03/19,69189,0.15882685728325932,213445.0,0.05075250114841696
2017/03/18,72132,0.09074494679427303,210399.0,0.019414886092840835
2017/03/17,65208,0.09860659686317583,226697.0,0.022631370303124863
2017/03/16,22479,0.13693217485590367,70202.0,0.04416120545406392
2017/03/15,16799,0.09813976249359309,194396.0,0.06944774368943336
2017/03/14,37997,0.010987785984167272,243719.0,0.024363073426759474
2017/03/13,41654,0.12396515345859944,245585.0,0.010418634215405193
2017/03/12,53529,0.12258169530874513,256993.0,0.050617183011071175
2017/03/11,25234,0.03003096428682938,308319.0,0.09846456960642677
2017/03/10,45402,-0.011881136180726516,330613.0,0.10853451673326792
2017/03/09,16198,0.13551149225306527,99303.0,-0.04662810176540877
2017/03/08,106595,0.058665184948734836,172556.0,0.06810227021433815
2017/03/07,35643,0.07742537060460634,186673.0,0.057358501740897676
2017/03/06,41510,0.008922165089654856,265061.0,0.09470738549752437
2017/03/05,54820,0.031597515676993974,126573.0,0.023383764536794818
2017/03/04,43161,0.05056441374426362,237222.0,-0.08324346211559457
2017/03/03,39148,0.10268896230695045,138936.0,0.027904546284393827
2017/03/02,17614,0.022797679875856326,93018.0,0.14552488456128077
2017/03/01,18419,0.17339626888665927,153216.0,0.09597856114097891
2017/02/28,30024,0.14235142117186483,166395.0,0.09728706148164366
2017/02/27,33822,0.057384590389734966,155410.0,-0.06713632561377232
2017/02/26,33167,0.12618483472788955,145857.0,0.008627854450389523
2017/02/25,44982,0.03301237041233039,191392.0,0.035035158509967405
2017/02/24,37292,0.074621627992123,172989.0,0.10234796852558678
2017/02/23,17971,-0.02777601076144563,129599.0,0.07544519109210966
2017/02/22,11504,0.0651164812239221,128482.0,0.059094932315772584
2017/02/21,44503,0.0575969694019039,232330.0,0.029990188634670616
2017/02/20,49834,0.024956121639861658,149095.0,-0.0009937535891751418
2017/02/19,52614,0.12466047373747796,127880.0,0.004172757775334409
2017/02/18,49560,-0.015358820826738498,195980.0,0.12130230251307657
2017/02/17,51111,0.15239249355511023,302701.0,0.07402701258314554
2017/02/16,25168,0.17400886676454858,206908.0,0.1639287696156571
2017/02/15,15299,-0.021720482820227906,231111.0,-0.03677238960398353
2017/02/13,55114,0.07715291363026057,220624.0,-0.001266826405115985
2017/02/12,63256,0.13797926802647698,240347.0,0.05226428668960716
2017/02/11,62855,0.08820485891220119,210570.0,0.10078052529058133
2017/02/10,43417,0.032538216467437736,327426.0,0.019394965990971638
2017/02/09,54497,-0.011905933845306662,260317.0,-0.04580193503317041
2017/02/08,16222,0.09398064917452169,211588.0,0.15552421503975938
2017/02/07,16876,0.06040225674617711,104463.0,0.05795139718131591
2017/02/06,56541,0.09972300126077913,151891.0,0.01370657964534494
2017/02/05,49790,0.03986800659450791,182848.0,0.08171529847799205
2017/02/04,61758,0.049139661774057306,170644.0,0.02369767180126027
2017/02/03,74819,0.0318742502308007,117494.0,0.007969017502376647
2017/02/02,47415,0.06180300161951541,169667.0,0.02792041091848951
2017/02/01,50460,0.3578006403140173,111567.0,0.02254384578257228
2017/01/31,12927,0.026339665594713173,152447.0,0.04642627733137879
2017/01/30,43861,0.00939697633936252,86207.0,0.034967555581020854
2017/01/29,56234,0.09986523772983033,264953.0,-0.004078773842156407
2017/01/28,76554,0.17984080322292562,187400.0,0.006308381439798198
2017/01/27,55428,0.060638533573083804,138669.0,0.01636126792127772
2017/01/26,77179,0.06806342752208855,216391.0,0.06562916312644815
2017/01/25,34781,0.056827082283940906,161778.0,0.10851407544537946
2017/01/24,102497,-0.13378797339523021,190283.0,0.05375189611821366
2017/01/23,100474,0.04223950037668014,308493.0,0.07450884094228111
2017/01/22,84899,0.07374962933773993,309273.0,0.11820859599897048
2017/01/21,74461,0.059326303485561366,285735.0,0.025262871286140222
2017/01/20,70986,0.020766146970873953,226217.0,0.046873283442915734
2017/01/19,51759,0.055237512540590276,281626.0,0.059774835546071124
2017/01/18,29843,0.0067271075530968985,122076.0,0.03403205056224999
2017/01/17,24298,0.06934702504528209,201503.0,-0.0049090815028667
2017/01/16,46290,0.11231110521940076,287672.0,0.08926442926094875
2017/01/15,54039,0.06657552878476657,378211.0,0.11078729208419381
2017/01/14,71757,0.028113826715670445,266654.0,0.04044721536475364
2017/01/13,55131,0.01433841278688097,257922.0,0.007274466783155466
2017/01/12,55831,0.015057309495883048,233615.0,0.03809518509798888
2017/01/11,25873,-0.0050457469605809605,116233.0,0.12296425094993489
2017/01/10,24917,0.11560675381661056,151173.0,0.04577660266461341
2017/01/09,49139,0.10115494074925484,191221.0,0.018910833968293666
2017/01/08,66480,0.049069810784048165,287554.0,0.037414943884241825
2017/01/07,44995,-0.037599449000826936,266198.0,0.04558664101888508
2017/01/06,48074,0.09711557972104214,177325.0,0.011352899602864352
2017/01/05,41095,0.007844237220377871,396902.0,0.02007830507489744
2017/01/04,25094,0.037280893105990746,93574.0,0.00034710579714399177
2017/01/03,17192,0.014699922511695432,281272.0,0.09004381693489565
2017/01/02,47580,0.017604997802743702,195975.0,0.08926693023210437
2017/01/01,67017,0.15160298163454078,272896.0,0.03182892942825298
2016/12/31,96392,0.013581662194487941,216778.0,0.04481435408474823
2016/12/30,129866,0.003340024573892563,225084.0,0.025767827119655765
2016/12/29,107340,0.024375466044834405,219276.0,-0.02164229553471878
2016/12/28,56174,0.04104716972480527,103011.0,-0.032129527264512854
2016/12/27,25676,0.10010062259925946,149766.0,0.028905410791002315
2016/12/26,87069,0.013141076539501927,236398.0,-0.029760909966056574
2016/12/25,75050,0.04755455824063418,239096.0,0.05662416808458567
2016/12/24,52971,0.08409827889708388,181410.0,0.043880220817958546
2016/12/23,74320,0.061310393843090276,239219.0,-0.03427655825791006
2016/12/22,73551,0.10699391777765967,228256.0,-0.003669021551508762
2016/12/21,34581,-0.047270261416758046,123462.0,0.1449862593184931
2016/12/20,52210,-0.033743073814180874,145588.0,0.03170874384706398
2016/12/19,59928,0.027973613985578343,249751.0,0.07684468160302092
2016/12/18,187443,0.03606083333508471,136313.0,0.052722124016442974
2016/12/17,77656,-0.003672632250108555,183284.0,0.0768695392625605
2016/12/16,75237,-0.01811405947585619,277779.0,0.0659560525466156
2016/12/15,109400,0.06854781403341732,218814.0,0.04549027829684004
2016/12/14,27219,0.006763611351399291,189789.0,0.012639513506864881
2016/12/13,31959,0.006733975127854792,234188.0,0.06531594568137325
2016/12/12,68456,-0.010562530891647406,274416.0,0.1064617741836727
2016/12/11,222194,0.09922314920708217,229841.0,0.042255069526607264
2016/12/10,146267,0.07452153954556666,290568.0,0.019103272792267267
2016/12/09,201433,0.07521100017866934,199444.0,0.0009058492493692364
2016/12/08,205984,0.09836637166623964,299418.0,0.1062025434923357
2016/12/07,42703,0.11707546568416997,217067.0,0.06337015903036991
2016/12/06,42082,0.0681589011641053,278122.0,0.06978064940367454
2016/12/05,83812,-0.004886552249936971,329901.0,0.09167618032141026
2016/12/04,99010,0.1250912240961857,324821.0,0.09174414043073817
2016/12/03,76775,0.08075353995835925,333514.0,0.20177582811263473
2016/12/02,89184,0.022578869392689695,285938.0,0.07029515866970489
2016/12/01,56956,0.05865783511071103,326440.0,0.033217118920797255
2016/11/30,33851,0.07568049646422516,219707.0,0.06405481189656816
2016/11/29,23187,0.06911644057652597,252994.0,0.1525938127267784
2016/11/28,57792,0.1349475445055283,250542.0,0.03445059271672175
2016/11/27,86021,0.11098446832163018,328448.0,0.03207123100581312
2016/11/26,89468,0.055691452572851484,186663.0,0.03132248657832196
2016/11/25,60487,0.041430136169171,333785.0,0.03165983131277032
2016/11/24,85119,0.08395549218955277,329015.0,0.03943592909563308
2016/11/23,58258,0.13561490752906527,179405.0,-0.02226747993899829
2016/11/22,46791,-0.05737702788794345,350977.0,0.125562804620453
2016/11/21,11764,0.0006412894243351605,339359.0,0.011871898788770003
2016/11/20,76345,0.09123812070727388,241540.0,0.049617097485100695
2016/11/19,58472,0.010472445328231002,257091.0,-0.026552777228705207
2016/11/18,94213,0.0573634365385769,294725.0,-0.0025294320596636224
2016/11/17,49629,0.0724801935483946,385861.0,0.0346878613021991
2016/11/16,55798,0.032889138035379836,213986.0,0.02747631571195964
2016/11/15,38332,0.06440242453755968,302533.0,0.08141355633094548
2016/11/14,61922,0.06354832790124365,310293.0,0.07907500208064913
2016/11/13,88547,0.05389901817865216,95792.0,0.03863814248879025
2016/11/12,92127,0.004449401291532235,225617.0,0.03394860570769855
2016/11/11,97650,0.07670056306364546,202839.0,0.05835774405388733
2016/11/10,79128,0.0671019740623737,296776.0,0.05259013300245995
2016/11/09,51029,0.07365277566045755,234330.0,0.04351667050617248
2016/11/08,36583,0.03384688266839812,301454.0,0.06111771546564251
2016/11/07,90403,0.13862184128248306,278266.0,0.022246566482369633
2016/11/06,102543,0.04934894795621517,338140.0,0.004162461024152925
2016/11/05,96283,0.09035141288264895,227747.0,0.01651870638256847
2016/11/04,97187,0.051792441775078336,340254.0,0.031190981489501127
2016/11/03,73980,0.03895405204382292,406148.0,0.054907703992769674
2016/11/02,65188,0.06704840881575863,285506.0,0.051510714505318814
2016/11/01,39639,0.10278070599061288,211912.0,0.024814719760746888
2016/10/31,189362,0.05019719344517881,190515.0,0.045961233224342424
2016/10/30,97394,0.1005131971500536,191633.0,0.08303189272229708
2016/10/29,58996,0.08498822039638365,182641.0,0.005341355848867855
2016/10/28,89354,0.040610033252836034,197679.0,0.02426267239868457
2016/10/27,72086,0.03998514765860367,198003.0,0.015693312315825603
2016/10/26,47766,0.09397457136670172,328515.0,0.09218192610549124
2016/10/25,67057,0.055896363157350075,225822.0,0.05150842137276695
2016/10/24,81625,-0.020543164349688087,205567.0,0.09717183386698679
2016/10/23,85494,0.09319807235684378,233084.0,0.04140599210614741
2016/10/22,76879,0.1005706637327431,222323.0,0.046121668018109234
2016/10/21,45594,0.06036600782060712,260213.0,0.050155308982663904
2016/10/20,10021,0.03393136650795567,253875.0,0.07847361712361713
2016/10/19,10193,-0.07232979434858178,148412.0,0.018900480411594752
2016/10/18,74065,-0.023118427429438034,262199.0,0.06271196266159536
2016/10/17,83429,-0.057544633469401835,234522.0,0.007509224144390571
2016/10/16,74234,0.0805140338373089,172898.0,0.030766588743965588
2016/10/15,79798,0.060352341999407075,194901.0,0.06338863271734321
2016/10/14,60079,0.02927200980247801,334826.0,0.07083284752178444
2016/10/13,40446,-0.0031231004102239813,609784.0,0.04675404814627677
2016/10/12,59294,0.07236851097342885,403260.0,0.05753953721434378
2016/10/10,95363,0.025001661797824887,248934.0,0.03176740758959842
2016/10/09,85709,0.016651141508945245,326649.0,0.0477929603372051
2016/10/08,9263,0.02165310669035164,272091.0,0.02288349468869958
2016/10/07,87360,0.09785001039800148,335369.0,0.04409128783312517
2016/10/06,53918,0.06708535520268151,342855.0,-0.010523982083810585
2016/10/05,60218,0.09047167765200581,442936.0,0.015618578285871073
2016/10/04,80824,0.13478653611488542,456555.0,-0.013612671044012844
2016/10/03,91003,0.06423174919831622,265897.0,-0.007617351516963023
2016/10/02,114425,0.0804905335385126,310631.0,-0.05667657281668757
